canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
1,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_185,dGHZ,3.76831683130716e-06,1.0,1.2208885740479483,2.8239016900846536,2.1386357765844295,0.824908364721132,0.004169826227715649,3.0957325351579486,6.2831851414554505,3.1415989999744753,helicity_conserving,0.00055940764709868,0.0005590948851444765,0.9994409051148555,0.010608418642468068,0.9895029385795953,0.010497061420404715,0.000989274133087391,0.029579153650646308
2,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_286,dGHZ,0.00025356695207853156,1.0000000000000002,0.02384431855529583,1.5427631480679116,1.5945888258704075,0.2790195365524695,3.03138682915004,3.1021234611078783,3.1416018686266036,3.1416155369755248,helicity_conserving,0.13727436844000726,0.12070470613727603,0.879295293862724,0.11795432955674585,0.8944909228952911,0.10550907710470891,-0.19985882268715913,-0.4122260506157268
3,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_296,dGHZ,0.0003029950999909083,0.9999999999999999,0.5551373374999272,2.0480149851752913,2.016220146212129,0.7023078396485737,0.056244881640433494,2.9050987356030413,3.1414860946958263,6.2831284023295435,helicity_conserving,9.583747934770597e-06,9.58365608742636e-06,0.9999904163439126,0.045139172188531654,0.956810371872284,0.04318962812771603,-7.838547835716801e-05,0.04283523872691188
4,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_308,dGHZ,0.0003521268551993255,0.9999999999999998,0.20616489488313663,1.7420637304083997,1.8564864871075648,0.5858900382439417,0.055414806002881664,3.008461758708756,3.1414016211723363,6.283122267134262,helicity_conserving,0.00024997342266253026,0.0002499109515666063,0.9997500890484334,0.06170547241297536,0.9418808002630568,0.05811919973694321,0.002583841711421234,0.06896860697407134
5,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_323,dGHZ,0.0004354868918664579,0.9999999999999999,0.6936431441142151,2.277092845570869,5.0,2.3982964961222684,0.0002181564512421431,3.1349925419951266,0.002672285390190235,3.1415480904779507,helicity_conserving,0.0010873784328199248,0.0010861973252746346,0.9989138026747254,2.327843893977522e-05,0.9999767221029334,2.3277897066669707e-05,-6.639499889675902e-05,-0.0002145504997963699
6,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_339,dGHZ,0.0005605155313656879,1.0000000000000004,1.2628386855065605,2.8313725615009497,2.8513993776231694,1.0958869923701893,0.0,3.138065672349975,5.7912849921062675,2.466361557240298e-05,helicity_conserving,0.04693412970544281,0.04483006941291314,0.9551699305870869,2.445469400261152e-06,0.99999755453658,2.4454634199551894e-06,-0.03564216208778732,0.0001962297816762867
7,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_354,dGHZ,0.0010860979173347618,1.0,0.027969497417275842,1.5433927218477854,2.748710029380888,0.9053526463561021,3.1415427855125,3.112417972167033,3.744753584666687,3.141561638582548,helicity_conserving,0.07232857104036604,0.06745000832179016,0.9325499916782098,0.007382399678320884,0.9926717007556631,0.007328299244336853,-0.08906254014259747,-0.02961345165380321
8,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_355,dGHZ,0.0011764601029793293,0.9999999999999998,0.78572108532523,2.3570725651709616,5.0,2.411917298565277,3.141592653589793,4.768459794566824e-05,3.338310297551846,0.43101233323437493,helicity_conserving,5.65732560148888e-05,5.657005566264702e-05,0.9999434299443374,3.1298333163263526e-12,0.9999999999968702,3.1298333163165565e-12,3.758788855730213e-11,2.2308104386478343e-11
9,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_370,dGHZ,0.022505683591074993,1.0000000000000002,0.7853265691804315,2.3500697253523413,3.538360556698441,1.642233539067053,3.1356668837903374,0.00010683897721207486,0.7539520502922012,0.0003696280106489241,helicity_conserving,1.1400311369908951e-05,1.1400181404291268e-05,0.9999885998185957,1.7225294573990802e-09,0.9999999982774705,1.7225294544319724e-09,-1.1821068054386325e-08,7.704715643537216e-06
10,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_371,dGHZ,0.025659696389067035,0.9999999999999998,0.7870884440448972,2.3508160921033356,1.5614047533097222,0.4975570512913761,2.879572553429592,0.2655400248305229,1.5421691740782684,4.694891289135463,helicity_conserving,0.003283592900174223,0.0032728462056101195,0.9967271537943899,0.003022185956572316,0.9969869201310935,0.0030130798689064755,-2.201565103949848e-06,0.010825058126351835
